Student_ID,Semester,Previous_Exam_Marks,Internal_Test_Marks,Assignment_Score,Quiz_Score,Attendance_Percentage,Class_Participation,Average,Improvement,Predicted_Category,Next_Year_Category
S0047,1,90.2,74.1,78.3,71.4,97.9,89.8,83.62,-16.1,Fast Learner,Fast Learner
S0047,2,79.2,97.1,75.9,70.3,81.4,86.1,81.67,17.9,Fast Learner,Fast Learner
S0047,3,91.7,90.7,94.2,92.9,78,89.9,89.57,-1,Fast Learner,Fast Learner
S0047,4,95.5,73,78.1,93.4,79.7,90.6,85.05,-22.5,Fast Learner,Fast Learner
S0047,5,90.4,69.9,87.4,73,93.8,81.4,82.65,-20.5,Fast Learner,Fast Learner
S0047,6,88,93.7,82.1,100,71.9,70.7,84.4,5.7,Fast Learner,Fast Learner
S0048,1,58.3,49.5,53.4,56.7,58.5,71.5,57.98,-8.8,Average Learner,Average Learner
S0048,2,79,71.6,100,70,79.6,77.1,79.55,-7.4,Fast Learner,Fast Learner
S0048,3,96.1,77.4,93,88,70,98.7,87.2,-18.7,Fast Learner,Fast Learner
S0048,4,97,96.7,94.1,96.9,74.3,79.4,89.73,-0.3,Fast Learner,Fast Learner
S0048,5,79.5,83.1,93.3,91.8,87.2,73.6,84.75,3.6,Fast Learner,Fast Learner
S0048,6,69.2,57.7,47.2,54.6,56.8,72.1,59.6,-11.5,Average Learner,Average Learner
S0049,1,88.8,75.8,74.4,98.1,97.5,96.6,88.53,-13,Fast Learner,Fast Learner
S0049,2,92.6,72.5,81.6,78.8,87.3,79.2,82,-20.1,Fast Learner,Fast Learner
S0049,3,77.6,89.1,89.5,89.3,79,96.6,86.85,11.5,Fast Learner,Fast Learner
S0049,4,89.3,70.2,88.7,77.8,70.7,86.3,80.5,-19.1,Fast Learner,Fast Learner
S0049,5,50.4,58.2,52.1,55.6,72.1,52.1,56.75,7.8,Average Learner,Average Learner
S0049,6,51.9,54.2,71.1,56.3,58.8,64.1,59.4,2.3,Average Learner,Average Learner
S0050,1,34.9,27.3,43.8,49.4,33.6,30.9,36.65,-7.6,Slow Learner,Slow Learner
S0050,2,60.2,59,56.1,71.5,61,67.7,62.58,-1.2,Average Learner,Average Learner
S0050,3,78.1,85.8,71.6,92.2,84,70.5,80.37,7.7,Fast Learner,Fast Learner
S0050,4,74.7,73.5,87.4,85.1,72.3,80.5,78.92,-1.2,Fast Learner,Fast Learner
S0050,5,58.7,60.5,63.7,63.2,59.7,56.6,60.4,1.8,Average Learner,Average Learner
S0050,6,67.7,72.6,59.9,64.8,67,56.2,64.7,4.9,Average Learner,Average Learner
S0051,1,39.1,32.6,35.1,47.3,30.9,47.8,38.8,-6.5,Slow Learner,Slow Learner
S0051,2,45,47.8,24.4,32.4,23.1,41.8,35.75,2.8,Slow Learner,Slow Learner
S0051,3,47.6,40.2,31.8,51.6,41.2,48.8,43.53,-7.4,Slow Learner,Slow Learner
S0051,4,39.2,41.2,26.6,32.6,38.3,51.8,38.28,2,Slow Learner,Slow Learner
S0051,5,40.7,34.2,34.9,30.4,37.4,26,33.93,-6.5,Slow Learner,Slow Learner
S0051,6,39,28.9,49.7,48.7,38.1,28.1,38.75,-10.1,Slow Learner,Slow Learner
S0052,1,92.2,84.6,72.6,99.2,85.5,88.4,87.08,-7.6,Fast Learner,Fast Learner
S0052,2,83,82.9,73.5,71.1,95.5,75.4,80.23,-0.1,Fast Learner,Fast Learner
S0052,3,70.4,94.6,71.3,71.1,83.5,95.7,81.1,24.2,Fast Learner,Fast Learner
S0052,4,81.7,75,81.5,73.9,92,99.6,83.95,-6.7,Fast Learner,Fast Learner
S0052,5,84.4,94.7,79,79.8,96.5,70.9,84.22,10.3,Fast Learner,Fast Learner
S0052,6,61.9,58.3,51.3,50.5,71.5,55.3,58.13,-3.6,Average Learner,Average Learner
S0053,1,44.5,33,48.2,40.8,48.8,40,42.55,-11.5,Slow Learner,Slow Learner
S0053,2,28.4,27.7,49,43,42.2,27.4,36.28,-0.7,Slow Learner,Slow Learner
S0053,3,36.3,24.4,51.8,24.4,21.9,26.3,30.85,-11.9,Slow Learner,Slow Learner
S0053,4,67.5,52.2,62.1,72,58.2,67.3,63.22,-15.3,Average Learner,Average Learner
S0053,5,38.8,26,39.6,48.3,50.5,23.2,37.73,-12.8,Slow Learner,Slow Learner
S0053,6,50.8,57.3,57.9,54.5,62,63.8,57.72,6.5,Average Learner,Average Learner
S0054,1,74,77.3,78.8,97.7,76.9,78.7,80.57,3.3,Fast Learner,Fast Learner
S0054,2,87.6,72.8,100,93.9,86.3,90.6,88.53,-14.8,Fast Learner,Fast Learner
S0054,3,98.1,75.6,93.8,84.6,92.7,80.4,87.53,-22.5,Fast Learner,Fast Learner
S0054,4,100,78.5,82.4,90.5,91.8,97.7,90.15,-21.5,Fast Learner,Fast Learner
S0054,5,76.4,72.6,95.2,77.8,82.1,86.1,81.7,-3.8,Fast Learner,Fast Learner
S0054,6,52.6,47.4,47.7,56.8,66.5,47.5,53.08,-5.2,Average Learner,Average Learner
S0055,1,60.5,51,71.1,63.3,66.4,49.9,60.37,-9.5,Average Learner,Average Learner
S0055,2,48.8,50.7,58.5,70.8,60.4,57.3,57.75,1.9,Average Learner,Average Learner
S0055,3,62.3,67.7,67.1,61.6,69.5,49.2,62.9,5.4,Average Learner,Average Learner
S0055,4,70.6,68.9,64.3,60,65.7,55.6,64.18,-1.7,Average Learner,Average Learner
S0055,5,52.4,52.4,28.8,36.6,51.3,20.4,40.32,0,Slow Learner,Slow Learner
S0055,6,28.4,34.6,41.7,41.9,54.1,30.9,38.6,6.2,Slow Learner,Average Learner
S0056,1,39.3,27.3,37.4,42.2,36.5,51.7,39.07,-12,Slow Learner,Slow Learner
S0056,2,33.2,44.6,26.9,32.7,30.3,35.3,33.83,11.4,Slow Learner,Average Learner
S0056,3,26.9,38.4,28.7,22,39,36.7,31.95,11.5,Slow Learner,Average Learner
S0056,4,63.8,64,59.2,52.4,57.8,56.7,58.98,0.2,Average Learner,Average Learner
S0056,5,29,46.6,26.7,23.8,29.7,21.7,29.58,17.6,Slow Learner,Average Learner
S0056,6,65.7,49.5,65.9,58,68.4,60,61.25,-16.2,Average Learner,Average Learner
S0057,1,48.2,59.8,71.7,54.7,57.5,64.5,59.4,11.6,Average Learner,Fast Learner
S0057,2,83.1,77.1,74.2,96.8,71.2,74.7,79.52,-6,Fast Learner,Fast Learner
S0057,3,84.5,92.6,75.3,78.9,80.8,98.2,85.05,8.1,Fast Learner,Fast Learner
S0057,4,91.2,96.7,93,80.4,89.8,80.3,88.57,5.5,Fast Learner,Fast Learner
S0057,5,81.5,93,79.6,83.9,93.8,89.1,86.82,11.5,Fast Learner,Fast Learner
S0057,6,87.4,78.9,84.3,77.9,86.1,96.6,85.2,-8.5,Fast Learner,Fast Learner
S0058,1,25.8,36.1,30.3,28.3,34.8,24.3,29.93,10.3,Slow Learner,Average Learner
S0058,2,67,65.7,52.2,67,68.1,66.2,64.37,-1.3,Average Learner,Average Learner
S0058,3,47.1,64.3,51.4,56.8,53.1,59.4,55.35,17.2,Average Learner,Fast Learner
S0058,4,42,27.7,49.7,32.6,23.9,45.7,36.93,-14.3,Slow Learner,Slow Learner
S0058,5,34.4,48,49.4,34.2,36.1,39.7,40.3,13.6,Slow Learner,Average Learner
S0058,6,38.6,50,23.3,29,33.1,31.3,34.22,11.4,Slow Learner,Average Learner
S0059,1,66.4,66,62.1,53.1,50.3,49.5,57.9,-0.4,Average Learner,Average Learner
S0059,2,67.3,70.7,58.4,68.8,73,55.4,65.6,3.4,Average Learner,Average Learner
S0059,3,87.7,91.9,79.8,81.3,73.5,89.5,83.95,4.2,Fast Learner,Fast Learner
S0059,4,88.9,94.9,75.9,80.7,97.1,97.9,89.23,6,Fast Learner,Fast Learner
S0059,5,72.7,95.7,81.6,78.8,84.9,70.6,80.72,23,Fast Learner,Fast Learner
S0059,6,94.5,71,70.4,84.9,95.7,80.4,82.82,-23.5,Fast Learner,Fast Learner
S0060,1,92.3,90.3,76.2,80.6,73.8,73.9,81.18,-2,Fast Learner,Fast Learner
S0060,2,96.1,99.4,90.2,76.5,74.8,92.3,88.22,3.3,Fast Learner,Fast Learner
S0060,3,95.9,77,90.2,77.9,97.5,71,84.92,-18.9,Fast Learner,Fast Learner
S0060,4,53.8,50.2,64.6,60.9,70.3,52.7,58.75,-3.6,Average Learner,Average Learner
S0060,5,59.1,56.5,73.6,53.9,57,54.6,59.12,-2.6,Average Learner,Average Learner
S0060,6,68.8,50.6,70.3,56.9,69,62.3,62.98,-18.2,Average Learner,Average Learner
S0061,1,45.5,24.5,24.2,40.6,26.3,23.1,30.7,-21,Slow Learner,Slow Learner
S0061,2,50.4,46.9,30.2,38.8,37,43.5,41.13,-3.5,Slow Learner,Slow Learner
S0061,3,49,52.6,24,43.6,39.7,52.7,43.6,3.6,Slow Learner,Slow Learner
S0061,4,59.3,65.3,56.8,60.3,56.6,65.1,60.57,6,Average Learner,Average Learner
S0061,5,52.2,69.3,63.8,63.6,55.7,64,61.43,17.1,Average Learner,Fast Learner
S0061,6,59.3,64.7,49.2,47.3,70.6,56.7,57.97,5.4,Average Learner,Average Learner
S0062,1,66.5,63.1,71.7,56.3,49.5,65.6,62.12,-3.4,Average Learner,Average Learner
S0062,2,52.7,66.8,53.9,56.2,48.5,55.4,55.58,14.1,Average Learner,Fast Learner
S0062,3,51.4,61.7,66,69.2,53.2,56.6,59.68,10.3,Average Learner,Fast Learner
S0062,4,50.3,61.4,57.1,50.3,64.3,67.4,58.47,11.1,Average Learner,Fast Learner
S0062,5,25.8,22.1,20.6,46.3,29.8,28.5,28.85,-3.7,Slow Learner,Slow Learner
S0062,6,57.5,66.4,49.1,47.8,49.5,61.8,55.35,8.9,Average Learner,Fast Learner
S0063,1,27.5,46,38.8,26.7,27.6,40.1,34.45,18.5,Slow Learner,Average Learner
S0063,2,56.6,54.8,68.1,66.4,58.7,59.6,60.7,-1.8,Average Learner,Average Learner
S0063,3,68.5,67,57.6,67.2,61.3,62,63.93,-1.5,Average Learner,Average Learner
S0063,4,62.9,62.4,49.8,55.4,49.9,65,57.57,-0.5,Average Learner,Average Learner
S0063,5,58.5,58.5,52.3,70.1,64.7,53.6,59.62,0,Average Learner,Average Learner
S0063,6,65.4,66.5,62.2,70.5,50.8,54.6,61.67,1.1,Average Learner,Average Learner
S0064,1,54.8,57.9,53.6,48.5,69.1,71.2,59.18,3.1,Average Learner,Average Learner
S0064,2,57.5,48.7,62.1,68.4,50.6,51.2,56.42,-8.8,Average Learner,Average Learner
S0064,3,69.4,59.6,68.8,59.9,68.1,61,64.47,-9.8,Average Learner,Average Learner
S0064,4,67.5,68.8,55.6,68.5,51.4,49.4,60.2,1.3,Average Learner,Average Learner
S0064,5,48.5,61.4,70.4,61.9,68.6,48.3,59.85,12.9,Average Learner,Fast Learner
S0064,6,58,53.8,63.6,50.1,69.5,61.5,59.42,-4.2,Average Learner,Average Learner
S0065,1,39.9,49.9,26.6,43.5,47.7,36.7,40.72,10,Slow Learner,Average Learner
S0065,2,47.4,26.3,29.2,18.1,48.5,49.9,36.57,-21.1,Slow Learner,Slow Learner
S0065,3,71.1,64.2,49.9,52.4,54.7,66.1,59.73,-6.9,Average Learner,Average Learner
S0065,4,58.2,67.8,62.1,50.3,54,58.6,58.5,9.6,Average Learner,Fast Learner
S0065,5,45.8,48,32.8,29.9,33.9,37.1,37.92,2.2,Slow Learner,Slow Learner
S0065,6,55.5,52.3,58.4,55.1,51.1,55.2,54.6,-3.2,Average Learner,Average Learner
S0066,1,27.8,34.6,44.3,26.6,42.7,20.7,32.78,6.8,Slow Learner,Average Learner
S0066,2,46.5,29.4,39.8,25.9,44.8,20.8,34.53,-17.1,Slow Learner,Slow Learner
S0066,3,53.3,51.7,61.9,50.2,51.6,71.6,56.72,-1.6,Average Learner,Average Learner
S0066,4,74.1,55.8,65.5,49.3,49.8,46.4,56.82,-18.3,Average Learner,Average Learner
S0066,5,56.6,68.2,61.6,51.3,48.3,49.8,55.97,11.6,Average Learner,Fast Learner
S0066,6,71.2,67.2,52.2,58.1,57.6,61.5,61.3,-4,Average Learner,Average Learner
S0067,1,65.8,65.4,51.3,68.1,51.7,55.2,59.58,-0.4,Average Learner,Average Learner
S0067,2,55.2,52,60.3,55.6,73.3,49.4,57.63,-3.2,Average Learner,Average Learner
S0067,3,59.6,54.4,50.5,57.1,63.6,52.1,56.22,-5.2,Average Learner,Average Learner
S0067,4,49.8,63.5,65.1,65.4,68.4,65.6,62.97,13.7,Average Learner,Fast Learner
S0067,5,69.6,61.5,50.2,68.9,53.7,55.4,59.88,-8.1,Average Learner,Average Learner
S0067,6,68.3,50.2,56.2,55.1,52.2,65.3,57.88,-18.1,Average Learner,Average Learner
S0068,1,31.4,36.1,35.8,20.1,36,32.3,31.95,4.7,Slow Learner,Slow Learner
S0068,2,50.5,57.6,58.1,57,62.4,51.7,56.22,7.1,Average Learner,Average Learner
S0068,3,49.7,59.1,71.4,55.7,58.2,52.6,57.78,9.4,Average Learner,Fast Learner
S0068,4,59.7,54.5,61.2,70.5,50,68.5,60.73,-5.2,Average Learner,Average Learner
S0068,5,41.2,29.4,32.7,45.6,26.6,48.2,37.28,-11.8,Slow Learner,Slow Learner
S0068,6,52.7,36.3,23.9,30.5,51.5,29.3,37.37,-16.4,Slow Learner,Slow Learner
S0069,1,83.3,84.6,93.3,81.5,83.3,81.3,84.55,1.3,Fast Learner,Fast Learner
S0069,2,84.7,96.3,81.9,86.1,90.8,75.8,85.93,11.6,Fast Learner,Fast Learner
S0069,3,84.8,86.2,78.6,70.2,76.8,98.7,82.55,1.4,Fast Learner,Fast Learner
S0069,4,76.1,93,75.8,77.3,83.4,76.5,80.35,16.9,Fast Learner,Fast Learner
S0069,5,99.7,89.9,93.5,70.4,85.3,73.3,85.35,-9.8,Fast Learner,Fast Learner
S0069,6,71.3,82.4,77.2,85.7,84.5,86.7,81.3,11.1,Fast Learner,Fast Learner
S0070,1,49.2,26.7,21.3,43.7,46.5,51,39.73,-22.5,Slow Learner,Slow Learner
S0070,2,62.7,61.9,47.6,54.2,57.1,62.7,57.7,-0.8,Average Learner,Average Learner
S0070,3,66.4,72.7,56.5,58.5,57.7,56.5,61.38,6.3,Average Learner,Average Learner
S0070,4,19.3,31.4,28.7,45.8,28,27.7,30.15,12.1,Slow Learner,Average Learner
S0070,5,55.6,68.8,52.7,56,60.6,51.6,57.55,13.2,Average Learner,Fast Learner
S0070,6,61.6,50.8,63.9,62.8,57.8,69.5,61.07,-10.8,Average Learner,Average Learner
S0071,1,52,39.9,33.8,29.2,39.3,21.6,35.97,-12.1,Slow Learner,Slow Learner
S0071,2,21.9,38.3,40.1,23.8,45.2,27.3,32.77,16.4,Slow Learner,Average Learner
S0071,3,47,32.8,28.6,51,44.5,27.6,38.58,-14.2,Slow Learner,Slow Learner
S0071,4,42.1,42.2,40.1,33.1,31.4,50,39.82,0.1,Slow Learner,Slow Learner
S0071,5,40.9,27.7,34.7,34.7,50.8,34.8,37.27,-13.2,Slow Learner,Slow Learner
S0071,6,39.7,31,35.7,27,32.9,50.2,36.08,-8.7,Slow Learner,Slow Learner
S0072,1,76.3,86.1,92.1,88.8,84.2,98.8,87.72,9.8,Fast Learner,Fast Learner
S0072,2,95.9,90,91.2,71.1,82.8,97.5,88.08,-5.9,Fast Learner,Fast Learner
S0072,3,71.9,93.7,89.6,99.9,85.5,81.3,86.98,21.8,Fast Learner,Fast Learner
S0072,4,79.8,82.1,77.8,79.6,71.2,79.1,78.27,2.3,Fast Learner,Fast Learner
S0072,5,91.5,75.9,94.3,71.9,90.3,82.5,84.4,-15.6,Fast Learner,Fast Learner
S0072,6,73.6,81.3,97.5,84.3,90.9,96.4,87.33,7.7,Fast Learner,Fast Learner
S0073,1,31.4,25.7,42.2,39.7,35.5,32.5,34.5,-5.7,Slow Learner,Slow Learner
S0073,2,47.3,66.6,69.5,57.6,62.7,72.6,62.72,19.3,Average Learner,Fast Learner
S0073,3,53.5,50.5,62.2,47.9,63.2,60.8,56.35,-3,Average Learner,Average Learner
S0073,4,67.9,66.1,72.9,55.1,51.8,58.4,62.03,-1.8,Average Learner,Average Learner
S0073,5,59.4,63.6,52.2,57.8,63.1,54.5,58.43,4.2,Average Learner,Average Learner
S0073,6,69.8,58.4,51.1,56.4,58.9,58.6,58.87,-11.4,Average Learner,Average Learner
S0074,1,67.4,57.3,67.1,55.3,49.7,70.4,61.2,-10.1,Average Learner,Average Learner
S0074,2,67.4,55.2,63.6,70.8,46.8,66.8,61.77,-12.2,Average Learner,Average Learner
S0074,3,96.1,77.2,92.2,69.1,82,82,83.1,-18.9,Fast Learner,Fast Learner
S0074,4,93.4,89.3,79.7,94.1,80.4,89.2,87.68,-4.1,Fast Learner,Fast Learner
S0074,5,91.6,96.7,71,76.7,90,93.7,86.62,5.1,Fast Learner,Fast Learner
S0074,6,70.3,97,84.3,87.7,71.4,82.2,82.15,26.7,Fast Learner,Fast Learner
S0075,1,51.9,61.5,70.7,48.1,53.7,70.5,59.4,9.6,Average Learner,Fast Learner
S0075,2,48.7,64.1,68.2,58.4,72.1,63.4,62.48,15.4,Average Learner,Fast Learner
S0075,3,47,57.2,66.5,60.7,73.4,56.8,60.27,10.2,Average Learner,Fast Learner
S0075,4,40,29.9,27.5,34,44.9,22,33.05,-10.1,Slow Learner,Slow Learner
S0075,5,35.8,39.4,39.5,28.4,32,43.1,36.37,3.6,Slow Learner,Slow Learner
S0075,6,40.1,28.7,28.8,51.3,26.2,26.1,33.53,-11.4,Slow Learner,Slow Learner
S0076,1,98.7,94.7,86.9,75.4,73,71.6,83.38,-4,Fast Learner,Fast Learner
S0076,2,95.7,86.7,73.7,87.4,99.3,86.7,88.25,-9,Fast Learner,Fast Learner
S0076,3,84.7,75.8,98.2,78.2,93.7,82.4,85.5,-8.9,Fast Learner,Fast Learner
S0076,4,89.2,86.8,91.6,91.9,87.1,79.6,87.7,-2.4,Fast Learner,Fast Learner
S0076,5,91.3,87.5,71.9,87,93.6,98.5,88.3,-3.8,Fast Learner,Fast Learner
S0076,6,92.6,78.7,78.4,73.5,77.8,81.3,80.38,-13.9,Fast Learner,Fast Learner
S0077,1,42.5,21,20.3,22.4,37.1,47.3,31.77,-21.5,Slow Learner,Slow Learner
S0077,2,49.9,25,48.2,35.4,39.2,34.5,38.7,-24.9,Slow Learner,Slow Learner
S0077,3,62,58.9,63.2,70.1,62.5,68.2,64.15,-3.1,Average Learner,Average Learner
S0077,4,49.5,68.3,65.1,58.9,64.5,65.8,62.02,18.8,Average Learner,Fast Learner
S0077,5,69.2,81.7,87.7,93.1,89,78.7,83.23,12.5,Fast Learner,Fast Learner
S0077,6,85.3,80.6,92.6,94.7,92,69.1,85.72,-4.7,Fast Learner,Fast Learner
S0078,1,59.4,58.7,48.2,67.7,56.6,61,58.6,-0.7,Average Learner,Average Learner
S0078,2,63.9,69.2,62.4,56.9,71.7,63.3,64.57,5.3,Average Learner,Average Learner
S0078,3,64,50.8,55.7,59.7,58.6,68.1,59.48,-13.2,Average Learner,Average Learner
S0078,4,36.6,47.4,22.2,44.1,33.7,46.9,38.48,10.8,Slow Learner,Average Learner
S0078,5,43.5,45.7,26.8,42.8,30.6,32.6,37,2.2,Slow Learner,Slow Learner
S0078,6,22.4,23.3,41.3,41.4,21.8,20.3,28.42,0.9,Slow Learner,Slow Learner
S0079,1,91,82.1,72.3,92,88.5,70.1,82.67,-8.9,Fast Learner,Fast Learner
S0079,2,96.6,76.1,90.8,82.5,96.3,97.5,89.97,-20.5,Fast Learner,Fast Learner
S0079,3,97.7,73.9,89.7,93.4,92.8,73.9,86.9,-23.8,Fast Learner,Fast Learner
S0079,4,58.6,62,57.5,58.3,47.8,53.6,56.3,3.4,Average Learner,Average Learner
S0079,5,81.3,83.6,89,73.4,84.3,76.8,81.4,2.3,Fast Learner,Fast Learner
S0079,6,82.5,87.5,72.6,90.5,86.8,78.6,83.08,5,Fast Learner,Fast Learner
S0080,1,46.7,21.4,27.6,48.5,20.3,26.4,31.82,-25.3,Slow Learner,Slow Learner
S0080,2,62.3,55.3,51.6,48.2,52.4,69.2,56.5,-7,Average Learner,Average Learner
S0080,3,31.8,20.7,40.4,24.9,42.7,35.6,32.68,-11.1,Slow Learner,Slow Learner
S0080,4,46.1,47.7,40.1,38,45.8,20.9,39.77,1.6,Slow Learner,Slow Learner
S0080,5,36.3,20.6,40.7,38.8,47.5,37.7,36.93,-15.7,Slow Learner,Slow Learner
S0080,6,38,30.2,43.1,29.7,44.2,20.5,34.28,-7.8,Slow Learner,Slow Learner
S0081,1,78.3,97.1,94.5,80.4,94.2,80.7,87.53,18.8,Fast Learner,Fast Learner
S0081,2,97.1,88.7,83.6,81.8,79.6,97.9,88.12,-8.4,Fast Learner,Fast Learner
S0081,3,79.5,96.3,72.1,92.6,91.6,95.4,87.92,16.8,Fast Learner,Fast Learner
S0081,4,97.5,72.1,99.6,80.7,86.5,81.1,86.25,-25.4,Fast Learner,Fast Learner
S0081,5,69,50.2,50.8,52.7,47.1,62.9,55.45,-18.8,Average Learner,Average Learner
S0081,6,63.5,55.6,59.8,50.7,64.7,56.1,58.4,-7.9,Average Learner,Average Learner
S0082,1,69.7,50.9,60.8,54.8,49.1,64,58.22,-18.8,Average Learner,Average Learner
S0082,2,24.9,29.1,36.4,49,51.8,41.5,38.78,4.2,Slow Learner,Slow Learner
S0082,3,45.9,32.8,32.4,42,20.7,19.9,32.28,-13.1,Slow Learner,Slow Learner
S0082,4,20.1,39.2,35.6,44.6,53.3,42.8,39.27,19.1,Slow Learner,Average Learner
S0082,5,71.5,61.7,58.1,71.8,60.4,51.8,62.55,-9.8,Average Learner,Average Learner
S0082,6,81.9,79.6,94.4,73.5,97.5,94,86.82,-2.3,Fast Learner,Fast Learner
S0083,1,22.1,51.7,21.3,41,34.2,50.4,36.78,29.6,Slow Learner,Average Learner
S0083,2,38.2,33.9,42.8,20.8,27.9,29,32.1,-4.3,Slow Learner,Slow Learner
S0083,3,33.4,27,22.5,28.5,41,36,31.4,-6.4,Slow Learner,Slow Learner
S0083,4,35.3,41,51.4,32.9,23.5,34.4,36.42,5.7,Slow Learner,Average Learner
S0083,5,64.9,59.3,59.5,70.3,60.4,57.6,62,-5.6,Average Learner,Average Learner
S0083,6,60.5,50.6,48.3,63,58,63,57.23,-9.9,Average Learner,Average Learner
S0084,1,23,51.2,29.2,33.6,40.8,20.8,33.1,28.2,Slow Learner,Average Learner
S0084,2,59.7,52.6,50.4,52.2,69,63.8,57.95,-7.1,Average Learner,Average Learner
S0084,3,62.9,72.9,52.1,62.5,57.2,57.2,60.8,10,Average Learner,Fast Learner
S0084,4,64.5,50.8,63.6,58.2,58.8,58.2,59.02,-13.7,Average Learner,Average Learner
S0084,5,51.6,51.3,49.2,67.5,51.3,54.2,54.18,-0.3,Average Learner,Average Learner
S0084,6,64.7,60.3,54.6,65.4,53.2,61.4,59.93,-4.4,Average Learner,Average Learner
S0085,1,27.2,28.2,35.3,31.8,49.2,31.8,33.92,1,Slow Learner,Slow Learner
S0085,2,30.1,48.6,40.9,39.2,30.7,47,39.42,18.5,Slow Learner,Average Learner
S0085,3,47.4,35.2,30.6,26.6,34.5,37.4,35.28,-12.2,Slow Learner,Slow Learner
S0085,4,34.4,29.4,39,47.8,24.1,20.5,32.53,-5,Slow Learner,Slow Learner
S0085,5,39.4,52.7,31,28.6,39.9,51.3,40.48,13.3,Slow Learner,Average Learner
S0085,6,28.8,44.5,22.3,32.2,36.4,38.6,33.8,15.7,Slow Learner,Average Learner
S0086,1,22.7,23.8,27.2,36,46.9,42.4,33.17,1.1,Slow Learner,Slow Learner
S0086,2,58.8,56.1,55.3,53.9,48.3,63.8,56.03,-2.7,Average Learner,Average Learner
S0086,3,69.2,57.9,64,60.6,64.3,59.6,62.6,-11.3,Average Learner,Average Learner
S0086,4,63.1,59.4,69.7,68.4,50.5,65.3,62.73,-3.7,Average Learner,Average Learner
S0086,5,59.5,63.3,70.2,65.8,63.7,58.6,63.52,3.8,Average Learner,Average Learner
S0086,6,52.1,51.2,65.8,67.8,68.4,51.6,59.48,-0.9,Average Learner,Average Learner
S0087,1,38.6,48.9,30.2,41.4,26,40,37.52,10.3,Slow Learner,Average Learner
S0087,2,26.5,29.2,26.9,51.1,32.4,29.6,32.62,2.7,Slow Learner,Slow Learner
S0087,3,27,43.3,36.4,41.3,47.6,36.4,38.67,16.3,Slow Learner,Average Learner
S0087,4,20.6,30.2,38.8,20.2,21.7,34.5,27.67,9.6,Slow Learner,Average Learner
S0087,5,31.4,40.2,23.3,25.5,22.2,46.7,31.55,8.8,Slow Learner,Average Learner
S0087,6,40.8,46.7,35.3,32.7,29.2,42.4,37.85,5.9,Slow Learner,Average Learner
S0088,1,85.5,87.3,92.5,98.9,72.2,71.6,84.67,1.8,Fast Learner,Fast Learner
S0088,2,59.8,61.8,61.2,48.2,68.3,64.8,60.68,2,Average Learner,Average Learner
S0088,3,72.8,65.5,58.6,63.9,54.1,52.4,61.22,-7.3,Average Learner,Average Learner
S0088,4,66,58.8,70.4,47.5,58.8,53.3,59.13,-7.2,Average Learner,Average Learner
S0088,5,32.7,26.7,23.3,39.6,48.2,24,32.42,-6,Slow Learner,Slow Learner
S0088,6,29.3,48.8,36.3,38,45.6,38,39.33,19.5,Slow Learner,Average Learner
S0089,1,71.4,70.4,97.6,73.9,83.4,94.5,81.87,-1,Fast Learner,Fast Learner
S0089,2,58.1,59.5,64.4,73.2,64.2,63.7,63.85,1.4,Average Learner,Average Learner
S0089,3,65.9,70.2,62.3,57.3,59.9,69.8,64.23,4.3,Average Learner,Average Learner
S0089,4,69.9,64.9,54.9,64.2,54.4,53.9,60.37,-5,Average Learner,Average Learner
S0089,5,39.7,41,18.2,52.3,24.4,25.6,33.53,1.3,Slow Learner,Slow Learner
S0089,6,41.1,47,26.9,20.7,26,23.9,30.93,5.9,Slow Learner,Average Learner
S0090,1,38.1,31.3,32.2,33.2,43.3,34.5,35.43,-6.8,Slow Learner,Slow Learner
S0090,2,69.2,57.9,59.8,50.1,53.3,58.8,58.18,-11.3,Average Learner,Average Learner
S0090,3,69.4,63.2,58.5,47.8,56.8,66.8,60.42,-6.2,Average Learner,Average Learner
S0090,4,65.2,53.6,57.8,56.7,55.5,54.2,57.17,-11.6,Average Learner,Average Learner
S0090,5,69.1,54.8,58.2,56.8,48.4,68.9,59.37,-14.3,Average Learner,Average Learner
S0090,6,61.6,50.6,47.9,58.5,60.3,68.8,57.95,-11,Average Learner,Average Learner
S0091,1,36.1,45.7,34.1,35.7,47.2,42.6,40.23,9.6,Slow Learner,Average Learner
S0091,2,26.1,50.7,36.7,28.5,28.1,45.7,35.97,24.6,Slow Learner,Average Learner
S0091,3,56.1,59,48.8,48.8,54.9,62.8,55.07,2.9,Average Learner,Average Learner
S0091,4,72.1,55.5,68.9,67.9,65.4,50.2,63.33,-16.6,Average Learner,Average Learner
S0091,5,60.4,56.1,57.7,57.3,64.5,71.7,61.28,-4.3,Average Learner,Average Learner
S0091,6,71.6,51.1,60.8,47.2,71.3,59.8,60.3,-20.5,Average Learner,Average Learner
S0092,1,35,39.1,21,28.8,21,33.5,29.73,4.1,Slow Learner,Slow Learner
S0092,2,73.6,64.5,53,70.7,59,50.3,61.85,-9.1,Average Learner,Average Learner
S0092,3,54.9,59.3,65.5,65.7,58,65.2,61.43,4.4,Average Learner,Average Learner
S0092,4,51.1,61,70.1,49.9,66.5,63.3,60.32,9.9,Average Learner,Fast Learner
S0092,5,50.3,68,59.3,63.1,55.2,64.2,60.02,17.7,Average Learner,Fast Learner
S0092,6,40.4,32.4,44.4,26.2,21.8,46.6,35.3,-8,Slow Learner,Slow Learner
